id_num,county_desc,race,ethnicity,gender,age,voter_city,voter_state,voter_zip,voter_party_code,precinct_desc,ballot_req_type,ballot_request_party,ballot_req_dt,ballot_send_dt,ballot_rtn_dt,ballot_rtn_status
62168,CARTERET,WHITE,NOT HISPANIC or NOT LATINO,M,72,CEDAR POINT,NC,28584.0,REP,CAPE CARTERET/CEDAR POINT,MAIL,REP,9/15/24,9/24/24,11/8/24,ACCEPTED
413366,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,31,NEW HILL,NC,27562.0,DEM,PRECINCT 03-02,MAIL,DEM,9/12/24,9/20/24,10/2/24,ACCEPTED
116342,DURHAM,UNDESIGNATED,UNDESIGNATED,F,41,DURHAM,NC,27703.0,UNA,31,MAIL,UNA,10/15/24,10/16/24,11/4/24,ACCEPTED
118467,DURHAM,WHITE,UNDESIGNATED,M,33,DURHAM,NC,27705.0,UNA,03,MAIL,UNA,10/17/24, , , 
354543,ROWAN,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,57,MOORESVILLE,NC,28115.0,UNA,MT. ULLA,MAIL,UNA,9/17/24,9/24/24,10/17/24,ACCEPTED
368840,TRANSYLVANIA,ASIAN,UNDESIGNATED,F,22,BREVARD,NC,28712.0,UNA,BREVARD #4,MAIL,UNA,9/11/24,9/24/24,11/2/24,ACCEPTED
363534,STANLY,WHITE,UNDESIGNATED,M,18,OAKBORO,NC,28129.0,UNA,BIG LICK NUMBER 2,MAIL,UNA,10/8/24,10/10/24,10/16/24,ACCEPTED
395463,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,19,APEX,NC,27539.0,DEM,PRECINCT 18-05,MAIL,DEM,5/6/24,9/24/24,10/24/24,ACCEPTED
300862,NASH,WHITE,UNDESIGNATED,F,19,ROCKY MOUNT,NC,27803.0,UNA,,MAIL,UNA,6/29/24, , , 
64688,CATAWBA,WHITE,NOT HISPANIC or NOT LATINO,F,83,HICKORY,NC,28601.0,UNA,,MAIL,UNA,1/22/24, , , 
322431,ONSLOW,OTHER,NOT HISPANIC or NOT LATINO,F,28,JACKSONVILLE,NC,28540.0,UNA,WN04,MAIL,UNA,10/28/24,10/30/24,11/5/24,ACCEPTED
383368,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,19,CARY,NC,27511.0,UNA,PRECINCT 04-12,MAIL,UNA,10/11/24,10/14/24,11/4/24,ACCEPTED
87465,CUMBERLAND,UNDESIGNATED,UNDESIGNATED,U,21,FAYETTEVILLE,NC,28303.0,DEM,CROSS CREEK 03,MAIL,DEM,10/29/24,10/31/24, , 
242954,MECKLENBURG,WHITE,UNDESIGNATED,M,76,CORNELIUS,NC,28031.0,DEM,PCT 202,MAIL,DEM,10/17/24,10/18/24, ,SPOILED-EV
17441,BRUNSWICK,WHITE,NOT HISPANIC or NOT LATINO,F,72,HOLDEN BEACH,NC,28462.0,UNA,SECESSION 2,MAIL,UNA,9/5/24,9/24/24,10/21/24,ACCEPTED
83282,CRAVEN,WHITE,NOT HISPANIC or NOT LATINO,F,25,NEW BERN,NC,28562.0,UNA,TRENT WOODS,MAIL,UNA,9/11/24,9/24/24,10/10/24,ACCEPTED
391242,WAKE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,94,RALEIGH,NC,27610.0,DEM,PRECINCT 01-19,MAIL,DEM,10/10/24,10/14/24,11/2/24,ACCEPTED
131512,FORSYTH,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,45,WINSTON SALEM,NC,27105.0,DEM,207,MAIL,DEM,9/29/24,10/2/24, , 
444331,WAKE,WHITE,NOT HISPANIC or NOT LATINO,U,24,WAKE FOREST,NC,27587.0,DEM,PRECINCT 19-05,MAIL,DEM,10/13/24,10/17/24,11/4/24,ACCEPTED
189565,HAYWOOD,OTHER,HISPANIC or LATINO,F,19,CANTON,NC,28716.0,DEM,EAST FORK,MAIL,DEM,8/7/24,9/24/24, ,SPOILED-EV
382085,VANCE,WHITE,UNDESIGNATED,F,80,HENDERSON,NC,27536.0,DEM,NH1,MAIL,DEM,10/7/24,10/8/24,10/28/24,ACCEPTED
32525,BUNCOMBE,WHITE,UNDESIGNATED,M,90,WEAVERVILLE,NC,28787.0,REP,41.1,MAIL,REP,9/3/24,9/24/24, ,SPOILED-EV
383280,WAKE,ASIAN,UNDESIGNATED,F,22,HOLLY SPRINGS,NC,27540.0,DEM,PRECINCT 06-06,MAIL,DEM,10/9/24,10/11/24,11/2/24,ACCEPTED
463669,WILKES,WHITE,NOT HISPANIC or NOT LATINO,M,72,NORTH WILKESBORO,NC,28659.0,UNA,NORTH WILKESBORO,MAIL,UNA,2/14/24,9/24/24,11/1/24,ACCEPTED
289172,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,68,HUNTERSVILLE,NC,28078.0,REP,PCT 209,MAIL,REP,9/17/24,9/24/24,10/18/24,ACCEPTED
105603,DAVIDSON,WHITE,NOT HISPANIC or NOT LATINO,F,78,DENTON,NC,27239.0,REP,EMMONS # 14,MAIL,REP,9/13/24,9/25/24,10/7/24,ACCEPTED
277343,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,28,HUNTERSVILLE,NC,28078.0,REP,PCT 207,MAIL,REP,10/17/24,10/17/24,10/31/24,ACCEPTED
391022,WAKE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,70,RALEIGH,NC,27617.0,DEM,PRECINCT 05-05,MAIL,DEM,9/28/24,10/2/24, ,SPOILED-EV
95435,CUMBERLAND,WHITE,NOT HISPANIC or NOT LATINO,F,65,FAYETTEVILLE,NC,28314.0,REP,CLIFFDALE WEST-2-CL57,MAIL,REP,9/24/24,9/24/24, ,SPOILED-EV
79474,COLUMBUS,WHITE,UNDESIGNATED,F,61,BOLTON,NC,28423.0,DEM,BOLTON,MAIL,DEM,10/9/24,10/9/24, ,SPOILED
466285,WILSON,WHITE,UNDESIGNATED,F,63,WILSON,NC,27896.0,DEM,TAYLORS,MAIL,DEM,9/26/24,9/30/24, ,DUPLICATE
100970,DAVIDSON,WHITE,NOT HISPANIC or NOT LATINO,M,75,WINSTON-SALEM,NC,27127.0,REP,ARCADIA #04,MAIL,REP,2/9/24,9/24/24,10/24/24,ACCEPTED
397487,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,36,FUQUAY VARINA,NC,27526.0,UNA,PRECINCT 12-09,MAIL,UNA,7/29/24,9/24/24,10/26/24,ACCEPTED
185963,HARNETT,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,67,CAMERON,NC,28326.0,UNA,BARBECUE,MAIL,UNA,2/19/24,9/24/24,10/17/24,ACCEPTED
112046,DURHAM,WHITE,UNDESIGNATED,F,77,DURHAM,NC,27703.0,UNA,33-1,MAIL,UNA,9/26/24,9/26/24,10/24/24,ACCEPTED
153380,GASTON,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,34,GASTONIA,NC,28052.0,UNA,HEALTH CENTER,MAIL,UNA,10/21/24,10/24/24,10/30/24,ACCEPTED
332845,PAMLICO,WHITE,NOT HISPANIC or NOT LATINO,M,66,MERRITT,NC,28556.0,UNA,COURTHOUSE,MAIL,UNA,9/6/24,9/24/24,10/8/24,ACCEPTED
175782,GUILFORD,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,80,GREENSBORO,NC,27407.0,DEM,G48,MAIL,DEM,10/19/24,10/21/24, ,SPOILED-EV
17475,BRUNSWICK,WHITE,UNDESIGNATED,F,74,OCEAN ISLE BEACH,NC,28469.0,DEM,GRISSETTOWN,MAIL,DEM,7/28/24,9/24/24,10/28/24,ACCEPTED
159873,GRANVILLE,WHITE,NOT HISPANIC or NOT LATINO,F,57,CREEDMOOR,NC,27522.0,REP,CREEDMOOR,MAIL,REP,10/18/24,10/21/24, , 
214705,JOHNSTON,WHITE,NOT HISPANIC or NOT LATINO,M,49,DUNN,NC,28334.0,REP,MEADOW,MAIL,REP,10/28/24,10/30/24,11/4/24,ACCEPTED
225214,LINCOLN,WHITE,NOT HISPANIC or NOT LATINO,M,89,LINCOLNTON,NC,28092.0,REP,LITHIA,MAIL,REP,10/25/24,10/26/24, , 
273069,MECKLENBURG,WHITE,UNDESIGNATED,F,49,CHARLOTTE,NC,28226.0,REP,PCT 086,MAIL,REP,9/9/24,9/24/24, ,SPOILED-EV
97071,CURRITUCK,WHITE,UNDESIGNATED,M,38,MOYOCK,NC,27958.0,REP,WEST MOYOCK,MAIL,REP,9/10/24,9/20/24,10/15/24,ACCEPTED
357700,ROWAN,WHITE,NOT HISPANIC or NOT LATINO,M,75,CHINA GROVE,NC,28023.0,REP,BOSTIAN SCHOOL,MAIL,REP,8/23/24,9/24/24, ,SPOILED-EV
328114,ORANGE,UNDESIGNATED,UNDESIGNATED,U,23,CHAPEL HILL,NC,27516.0,UNA,HOGAN FARMS,MAIL,UNA,8/10/24,9/21/24, , 
397411,WAKE,UNDESIGNATED,UNDESIGNATED,U,61,RALEIGH,NC,27610.0,DEM,PRECINCT 17-07,MAIL,DEM,9/23/24,10/17/24,10/23/24,ACCEPTED
53396,CABARRUS,WHITE,NOT HISPANIC or NOT LATINO,F,57,CONCORD,NC,28027.0,REP,8-Apr,MAIL,REP,10/19/24,10/20/24, ,SPOILED-EV
431219,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,23,APEX,NC,27502.0,DEM,PRECINCT 20-03,MAIL,DEM,10/18/24,10/22/24,11/4/24,ACCEPTED
284157,MECKLENBURG,WHITE,UNDESIGNATED,M,58,HUNTERSVILLE,NC,28078.0,UNA,PCT 133,MAIL,UNA,10/14/24,10/14/24,11/1/24,ACCEPTED
340326,PITT,WHITE,NOT HISPANIC or NOT LATINO,M,32,FARMVILLE,NC,27828.0,REP,FOUNTAIN,MAIL,REP,9/28/24,9/30/24, , 
85306,CUMBERLAND,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,42,WADE,NC,28395.0,DEM,BLACK RIVER-G7,MAIL,DEM,10/18/24,10/18/24,10/31/24,ACCEPTED
459491,WAYNE,OTHER,HISPANIC or LATINO,M,29,GOLDSBORO,NC,27534.0,REP,23,MAIL,REP,10/26/24,10/26/24, , 
359837,RUTHERFORD,WHITE,NOT HISPANIC or NOT LATINO,F,72,RUTHERFORDTON,NC,28139.0,DEM,RUTHERFORDTON #1,MAIL,DEM,9/3/24,9/24/24,10/10/24,ACCEPTED
6688,ALEXANDER,WHITE,NOT HISPANIC or NOT LATINO,F,71,TAYLORSVILLE,NC,28681.0,REP,ELLENDALE,MAIL,REP,10/9/24,10/10/24, ,SPOILED-EV
204170,IREDELL,WHITE,UNDESIGNATED,M,62,MOORESVILLE,NC,28117.0,DEM,DAVIDSON #1B,MAIL,DEM,10/7/24,10/7/24, ,SPOILED-EV
159919,GRANVILLE,UNDESIGNATED,UNDESIGNATED,U,23,WAKE FOREST,NC,27587.0,REP,WILTON,MAIL,REP,10/8/24,10/9/24, ,RETURNED AFTER DEADLINE
126456,EDGECOMBE,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,55,ROCKY MOUNT,NC,27801.0,DEM,ROCKY MOUNT 5,MAIL,DEM,10/16/24,10/16/24,10/29/24,ACCEPTED
191564,HENDERSON,WHITE,UNDESIGNATED,F,19,FLETCHER,NC,28732.0,UNA,FLETCHER,MAIL,UNA,9/20/24,9/20/24,10/21/24,ACCEPTED
63541,CATAWBA,WHITE,NOT HISPANIC or NOT LATINO,F,52,CONOVER,NC,28613.0,UNA,MOUNT OLIVE,MAIL,UNA,10/20/24,10/20/24,10/30/24,ACCEPTED
271848,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,67,CHARLOTTE,NC,28216.0,REP,PCT 222,MAIL,REP,9/18/24,9/24/24,10/17/24,ACCEPTED
205652,IREDELL,WHITE,NOT HISPANIC or NOT LATINO,M,28,MOORESVILLE,NC,28117.0,UNA,DAVIDSON #3A,MAIL,UNA,10/12/24,10/14/24, ,SPOILED-EV
273692,MECKLENBURG,UNDESIGNATED,UNDESIGNATED,U,30,CHARLOTTE,NC,28269.0,UNA,PCT 107,MAIL,UNA,9/20/24,9/24/24,10/23/24,ACCEPTED
194348,HENDERSON,WHITE,UNDESIGNATED,F,30,HENDERSONVILLE,NC,28792.0,DEM,HENDERSONVILLE-2,MAIL,DEM,7/22/24,9/20/24,11/3/24,ACCEPTED
120464,DURHAM,WHITE,NOT HISPANIC or NOT LATINO,F,98,DURHAM,NC,27712.0,UNA,45,MAIL,UNA,9/14/24,9/24/24,10/25/24,ACCEPTED
227603,MACON,WHITE,NOT HISPANIC or NOT LATINO,M,48,FRANKLIN,NC,28734.0,DEM,NORTH FRANKLIN,MAIL,DEM,3/13/24,9/24/24, ,SPOILED-EV
399830,WAKE,UNDESIGNATED,UNDESIGNATED,U,25,RALEIGH,NC,27615.0,UNA,PRECINCT 01-45,MAIL,UNA,10/5/24,10/8/24,11/2/24,ACCEPTED
238300,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,18,CHARLOTTE,NC,28214.0,UNA,PCT 223,MAIL,UNA,10/27/24,10/29/24, , 
468096,YANCEY,WHITE,UNDESIGNATED,F,76,MARS HILL,NC,28754.0,DEM,CANE RIVER,MAIL,DEM,9/4/24,9/20/24,10/23/24,ACCEPTED
263271,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,U,64,CHARLOTTE,NC,28278.0,REP,PCT 229,MAIL,REP,9/27/24,9/30/24,10/19/24,ACCEPTED
385533,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,46,HOLLY SPRINGS,NC,27540.0,DEM,PRECINCT 06-04,MAIL,DEM,9/3/24,9/24/24, ,SPOILED-EV
300915,NASH,WHITE,NOT HISPANIC or NOT LATINO,M,83,NASHVILLE,NC,27856.0,REP,NASHVILLE,MAIL,REP,9/1/24,9/24/24,10/22/24,ACCEPTED
184820,HARNETT,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,55,ERWIN,NC,28339.0,DEM,COATS/GROVE,MAIL,DEM,10/26/24,10/28/24,11/5/24,ACCEPTED
280677,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,30,CHARLOTTE,NC,28216.0,DEM,PCT 211,MAIL,DEM,8/30/24,9/24/24,10/22/24,ACCEPTED
112312,DURHAM,UNDESIGNATED,UNDESIGNATED,U,65,DURHAM,NC,27703.0,UNA,33-2,MAIL,UNA,10/18/24,10/21/24, , 
412722,WAKE,WHITE,UNDESIGNATED,M,29,RALEIGH,NC,27610.0,DEM,PRECINCT 16-11,MAIL,DEM,9/5/24,9/24/24,10/17/24,ACCEPTED
99028,DARE,WHITE,UNDESIGNATED,F,31,AVON,NC,27915.0,REP,AVON,MAIL,REP,9/16/24,9/20/24,10/15/24,ACCEPTED
273684,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,55,CORNELIUS,NC,28031.0,REP,PCT 208,MAIL,REP,10/1/24,10/2/24, , 
305125,NEW HANOVER,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,79,WILMINGTON,NC,28412.0,DEM,W16,MAIL,DEM,10/25/24,10/29/24, , 
92647,CUMBERLAND,UNDESIGNATED,UNDESIGNATED,U,27,FAYETTEVILLE,NC,28301.0,REP,CROSS CREEK 13,MAIL,REP,10/19/24,10/23/24, , 
73957,CHATHAM,WHITE,UNDESIGNATED,M,91,CHAPEL HILL,NC,27517.0,DEM,NORTH WILLIAMS,MAIL,DEM,10/12/24,10/14/24,10/28/24,ACCEPTED - CURED
151409,GASTON,WHITE,NOT HISPANIC or NOT LATINO,F,56,KINGS MOUNTAIN,NC,28086.0,DEM,CROWDERS MOUNTAIN,MAIL,DEM,9/20/24,9/24/24,10/17/24,ACCEPTED
118749,DURHAM,UNDESIGNATED,UNDESIGNATED,M,41,DURHAM,NC,27713.0,UNA,34-2,MAIL,UNA,9/5/24,9/20/24,9/26/24,ACCEPTED
48501,CABARRUS,WHITE,NOT HISPANIC or NOT LATINO,M,26,CONCORD,NC,28027.0,UNA,8-Feb,MAIL,UNA,10/10/24,10/11/24, ,SPOILED-EV
350705,ROBESON,WHITE,NOT HISPANIC or NOT LATINO,F,89,MAXTON,NC,28364.0,DEM,MAXTON,MAIL,DEM,10/7/24,10/14/24,10/21/24,ACCEPTED
46343,CABARRUS,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,19,CONCORD,NC,28025.0,DEM,8-Jan,MAIL,DEM,10/14/24,10/15/24, , 
8316,ASHE,WHITE,NOT HISPANIC or NOT LATINO,M,72,CRUMPLER,NC,28617.0,DEM,NEW RIVER,MAIL,DEM,10/1/24,10/2/24,10/15/24,ACCEPTED
302022,NEW HANOVER,TWO or MORE RACES,HISPANIC or LATINO,F,67,WILMINGTON,NC,28405.0,UNA,H06,MAIL,UNA,10/11/24, , , 
426231,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,82,APEX,NC,27502.0,REP,PRECINCT 20-06A,MAIL,UNA,10/1/24,10/8/24, ,SPOILED-EV
405481,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,20,RALEIGH,NC,27606.0,UNA,PRECINCT 18-02,MAIL,UNA,10/18/24,10/22/24,11/4/24,ACCEPTED
204457,IREDELL,UNDESIGNATED,NOT HISPANIC or NOT LATINO,M,66,STATESVILLE,NC,28677.0,REP,STATESVILLE #2,MAIL,REP,9/27/24,9/27/24, ,SPOILED-EV
163159,GUILFORD,UNDESIGNATED,UNDESIGNATED,U,49,GREENSBORO,NC,27407.0,UNA,G66,MAIL,UNA,10/20/24,10/21/24,10/27/24,ACCEPTED
457615,WATAUGA,UNDESIGNATED,UNDESIGNATED,F,30,BOONE,NC,28607.0,UNA,BLUE RIDGE,MAIL,UNA,10/9/24,10/14/24,11/5/24,ACCEPTED
406684,WAKE,WHITE,UNDESIGNATED,M,24,CARY,NC,27518.0,REP,PRECINCT 18-08,MAIL,REP,9/24/24,9/27/24,10/26/24,ACCEPTED
56419,CALDWELL,WHITE,UNDESIGNATED,M,28,LENOIR,NC,28645.0,DEM,CAJAHS MOUNTAIN,MAIL,DEM,10/28/24,10/29/24, , 
131296,FORSYTH,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,23,WINSTON SALEM,NC,27106.0,DEM,208,MAIL,DEM,10/29/24,10/29/24, ,SPOILED-EV
434928,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,42,RALEIGH,NC,27614.0,DEM,PRECINCT 13-10,MAIL,DEM,10/8/24,10/11/24, ,SPOILED-EV
460158,WAYNE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,95,GOLDSBORO,NC,27530.0,DEM,1920,MAIL,DEM,2/20/24,9/24/24,10/3/24,ACCEPTED
346511,RANDOLPH,WHITE,NOT HISPANIC or NOT LATINO,F,61,ASHEBORO,NC,27203.0,DEM,ASHEBORO NORTH,MAIL,DEM,10/11/24,10/14/24,10/28/24,ACCEPTED - CURED
150348,GASTON,WHITE,NOT HISPANIC or NOT LATINO,M,82,GASTONIA,NC,28054.0,REP,ASHBROOK,MAIL,REP,8/8/24,9/24/24, , 
57377,CALDWELL,WHITE,UNDESIGNATED,M,34,GRANITE FALLS,NC,28630.0,NLB,DUDLEY SHOALS,MAIL,NLB,8/29/24,9/24/24, , 
302992,NEW HANOVER,WHITE,NOT HISPANIC or NOT LATINO,F,62,WILMINGTON,NC,28403.0,REP,W34,MAIL,REP,10/11/24,10/14/24,10/28/24,ACCEPTED
200378,IREDELL,WHITE,NOT HISPANIC or NOT LATINO,F,37,MOORESVILLE,NC,28117.0,UNA,DAVIDSON #1B,MAIL,UNA,9/15/24,9/24/24,10/18/24,ACCEPTED
259303,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,34,CHARLOTTE,NC,28216.0,DEM,PCT 211,MAIL,DEM,8/12/24,9/24/24, ,SPOILED-EV
74673,CHEROKEE,WHITE,NOT HISPANIC or NOT LATINO,F,70,MURPHY,NC,28906.0,UNA,RANGER,MAIL,UNA,9/21/24,10/2/24,10/15/24,ACCEPTED
231798,MECKLENBURG,OTHER,NOT HISPANIC or NOT LATINO,F,80,HUNTERSVILLE,NC,28078.0,UNA,PCT 143,MAIL,UNA,9/25/24,9/25/24,10/15/24,ACCEPTED
243135,MECKLENBURG,UNDESIGNATED,UNDESIGNATED,M,35,CHARLOTTE,NC,28213.0,UNA,PCT 149,MAIL,UNA,10/25/24,10/26/24,11/2/24,ACCEPTED
41664,BUNCOMBE,WHITE,NOT HISPANIC or NOT LATINO,F,45,BLACK MOUNTAIN,NC,28711.0,UNA,36.1,MAIL,UNA,9/13/24,9/20/24,9/25/24,ACCEPTED
195455,HENDERSON,WHITE,UNDESIGNATED,U,61,FLETCHER,NC,28732.0,DEM,FLETCHER,MAIL,DEM,9/12/24,9/24/24,10/18/24,ACCEPTED
154595,GASTON,WHITE,NOT HISPANIC or NOT LATINO,F,76,GASTONIA,NC,28052.0,REP,FOREST HEIGHTS,MAIL,REP,9/21/24,9/24/24,10/10/24,ACCEPTED
153455,GASTON,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,46,BESSEMER CITY,NC,28016.0,DEM,BESSEMER CITY #2,MAIL,DEM,9/25/24,9/27/24, ,SPOILED-EV
64303,CATAWBA,WHITE,NOT HISPANIC or NOT LATINO,F,33,HICKORY,NC,28601.0,LIB,NORTHWEST,MAIL,LIB,10/15/24,10/16/24,10/29/24,ACCEPTED
261773,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,45,CHARLOTTE,NC,28269.0,DEM,PCT 239,MAIL,DEM,10/11/24,10/11/24,10/28/24,ACCEPTED
169267,GUILFORD,WHITE,NOT HISPANIC or NOT LATINO,F,87,PLEASANT GARDEN,NC,27313.0,DEM,PG2,MAIL,DEM,9/23/24,9/24/24,10/7/24,ACCEPTED
196246,HENDERSON,UNDESIGNATED,UNDESIGNATED,U,24,HENDERSONVILLE,NC,28739.0,UNA,ATKINSON,MAIL,UNA,7/26/24,9/20/24,11/3/24,ACCEPTED
5741,ALAMANCE,WHITE,NOT HISPANIC or NOT LATINO,M,90,MEBANE,NC,27302.0,UNA,SOUTH MELVILLE,MAIL,UNA,2/21/24,9/24/24,10/3/24,ACCEPTED
279627,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,20,CHARLOTTE,NC,28277.0,UNA,,MAIL,UNA,8/1/24,9/24/24, , 
120209,DURHAM,WHITE,UNDESIGNATED,F,34,DURHAM,NC,27701.0,DEM,08,MAIL,DEM,8/6/24,9/24/24,10/11/24,ACCEPTED
192032,HENDERSON,WHITE,NOT HISPANIC or NOT LATINO,M,85,HENDERSONVILLE,NC,28739.0,REP,SOUTHWEST,MAIL,REP,8/19/24,9/24/24,10/11/24,ACCEPTED
45565,CABARRUS,WHITE,UNDESIGNATED,M,18,HARRISBURG,NC,28075.0,UNA,4-Jan,MAIL,UNA,9/12/24,9/24/24,10/29/24,ACCEPTED
319473,ONSLOW,UNDESIGNATED,UNDESIGNATED,U,25,JACKSONVILLE,NC,28546.0,UNA,EN03,MAIL,UNA,11/4/24,11/4/24,11/5/24,ACCEPTED
279826,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,36,CHARLOTTE,NC,28269.0,DEM,PCT 135,MAIL,DEM,6/28/24,9/24/24,10/8/24,ACCEPTED
24852,BUNCOMBE,WHITE,UNDESIGNATED,M,85,CANDLER,NC,28715.0,DEM,44.1,MAIL,DEM,10/5/24,10/7/24, ,SPOILED-EV
457834,WATAUGA,WHITE,NOT HISPANIC or NOT LATINO,F,55,BOONE,NC,28607.0,DEM,NEW RIVER III,MAIL,DEM,7/23/24,9/24/24,10/21/24,ACCEPTED
448835,WAKE,WHITE,UNDESIGNATED,F,19,MORRISVILLE,NC,27560.0,UNA,PRECINCT 05-08,MAIL,UNA,7/27/24,9/24/24, ,SPOILED-EV
248380,MECKLENBURG,WHITE,UNDESIGNATED,M,34,CHARLOTTE,NC,28269.0,DEM,PCT 135,MAIL,DEM,10/7/24,10/8/24,10/30/24,ACCEPTED
210506,JACKSON,UNDESIGNATED,UNDESIGNATED,U,63,SYLVA,NC,28779.0,REP,SAVANNAH,MAIL,REP,7/26/24,9/20/24,10/2/24,ACCEPTED
335600,PENDER,WHITE,UNDESIGNATED,F,22,BURGAW,NC,28425.0,REP,NORTH BURGAW,MAIL,REP,10/9/24,10/21/24, , 
351560,ROCKINGHAM,WHITE,HISPANIC or LATINO,F,30,REIDSVILLE,NC,27320.0,UNA,SOUTHEAST,MAIL,UNA,9/4/24,9/24/24,10/15/24,ACCEPTED
134855,FORSYTH,WHITE,UNDESIGNATED,M,76,WINSTON SALEM,NC,27103.0,UNA,77,MAIL,UNA,8/15/24,9/24/24, ,SPOILED-EV
89544,CUMBERLAND,WHITE,NOT HISPANIC or NOT LATINO,M,77,FAYETTEVILLE,NC,28314.0,DEM,CROSS CREEK 27,MAIL,DEM,8/1/24,9/24/24,9/30/24,ACCEPTED
241959,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,93,MATTHEWS,NC,28105.0,UNA,PCT 233,MAIL,UNA,7/9/24,9/24/24,10/20/24,ACCEPTED
124551,DURHAM,WHITE,HISPANIC or LATINO,F,26,DURHAM,NC,27705.0,DEM,05,MAIL,DEM,8/22/24,9/24/24,10/25/24,ACCEPTED
421869,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,67,KNIGHTDALE,NC,27545.0,REP,PRECINCT 17-13,MAIL,REP,10/9/24,10/11/24, ,SPOILED-EV
159684,GRANVILLE,WHITE,UNDESIGNATED,M,73,CREEDMOOR,NC,27522.0,DEM,MT ENERGY,MAIL,DEM,10/17/24,10/18/24,10/30/24,ACCEPTED
284984,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,57,CORNELIUS,NC,28031.0,REP,PCT 202,MAIL,REP,10/22/24,10/22/24, ,SPOILED-EV
350318,ROBESON,INDIAN AMERICAN or ALASKA NATIVE,NOT HISPANIC or NOT LATINO,F,44,MAXTON,NC,28364.0,UNA,OXENDINE,MAIL,UNA,9/18/24,9/24/24,10/7/24,ACCEPTED
382901,WAKE,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,25,WAKE FOREST,NC,27587.0,DEM,PRECINCT 19-03,MAIL,DEM,10/22/24,10/24/24,11/2/24,ACCEPTED
431370,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,19,RALEIGH,NC,27609.0,REP,PRECINCT 01-15,MAIL,REP,10/10/24,10/14/24,11/2/24,ACCEPTED
467613,YADKIN,WHITE,NOT HISPANIC or NOT LATINO,F,87,BOONVILLE,NC,27011.0,UNA,BOONVILLE,MAIL,UNA,10/18/24,10/18/24,10/22/24,ACCEPTED
52186,CABARRUS,WHITE,NOT HISPANIC or NOT LATINO,U,82,KANNAPOLIS,NC,28081.0,UNA,13-Apr,MAIL,UNA,6/5/24,9/24/24, ,SPOILED-EV
1209,ALAMANCE,WHITE,NOT HISPANIC or NOT LATINO,M,24,ELON,NC,27244.0,UNA,NORTH BOONE,MAIL,UNA,7/27/24,9/24/24,10/8/24,ACCEPTED
409571,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,18,CARY,NC,27519.0,UNA,PRECINCT 20-15,MAIL,UNA,8/7/24,9/24/24,11/1/24,ACCEPTED
451795,WAKE,ASIAN,NOT HISPANIC or NOT LATINO,F,32,MORRISVILLE,NC,27560.0,UNA,PRECINCT 05-03,MAIL,UNA,10/5/24,10/10/24,10/30/24,ACCEPTED
